Sserial,Rsex,RAgeCat,Married,ChildHh,HEdQual3,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
290200,2,1,4,2,2,-1,5,3,4,2,1,8,1,4,3,4,-1,-1,-1,-1,2,2.8,3,1.85388333202818
290201,1,5,1,1,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,1,2,5,5,2,1,3.4,3.33333333333333,1.99614918177355
290202,2,2,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,4.16666666666667,.974412648073068
290203,1,7,1,2,3,-1,5,3,4,2,3,4,2,5,2,2,-1,-1,-1,-1,1,1.6,4.16666666666667,.772131454251253
290204,2,7,1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,1,1,4,4.16666666666667,.77816233056676
290205,1,5,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,4.2,3.5,1.1362427874866
290206,2,5,1,2,1,-1,1,3,4,2,4,4,2,4,2,3,-1,-1,-1,-1,3,1.8,2.33333333333333,1.21241413268785
290207,2,4,1,2,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,4,2,2,3.16666666666667,.726538679284991
290208,2,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,3,2,2.6,4,2.10894173504954
290209,2,6,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,2,2,2.4,4.16666666666667,.779363553609125
290210,1,4,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,4,2.2,3,1.17985575745661
290211,2,5,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,1,2,3.2,2.16666666666667,1.70664591693419
290212,2,4,1,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,4.2,4.33333333333333,.76832133942221
290213,2,7,3,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,4,1,4,3.33333333333333,.507886333560909
290214,2,3,1,2,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,2,8,1.6,4.33333333333333,1.01991914606869
290215,2,2,1,1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2,3.66666666666667,1.82058227844338
290216,1,6,1,2,2,-1,3,3,3,3,3,3,3,3,3,4,-1,-1,-1,-1,2,2.2,2.83333333333333,1.13193443282441
290217,1,5,2,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.2,3.66666666666667,.527713129617322
290218,2,4,4,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,-1,-1,.561630463859231
290219,2,4,1,1,1,-1,1,3,5,1,5,3,2,5,2,3,-1,-1,-1,-1,1,4,2.66666666666667,.948135545818312
290220,1,4,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,2,1.8,2.83333333333333,.864330584487302
290221,1,7,3,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,-1,-1,.339540193645825
290222,2,3,1,1,1,-1,1,3,4,2,4,2,2,1,1,2,-1,-1,-1,-1,2,2.4,2.33333333333333,1.00193484695078
290223,2,3,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,4,2,1.4,2.5,1.2766466022351
290224,2,4,1,1,1,-1,2,3,3,2,4,2,2,3,2,2,-1,-1,-1,-1,2,1.2,2.66666666666667,.719741601567429
290225,1,7,3,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,4.16666666666667,.513453596899198
290226,2,2,4,1,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.8,3.5,.736043847960855
290227,1,2,1,2,8,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3.2,3.16666666666667,1.36159188976911
290228,1,4,1,2,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.8,5,1.08600529374032
290229,2,3,1,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.02955639975701
290230,2,5,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,5,2.4,3.16666666666667,.595757841900966
290231,2,4,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,1.76014537657675
290232,2,3,1,1,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,.743463203165321
290233,1,7,1,1,3,-1,1,3,4,4,3,4,2,4,2,1,-1,-1,-1,-1,1,3.4,3.5,1.07649432168078
290234,2,2,4,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.31641726794128
290235,2,4,4,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,3,8,2.6,2.83333333333333,.427398006000408
290236,2,2,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,-1,2,-1,-1,2.50258122607463
290237,1,7,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,5,4,2,1.4,2.66666666666667,.765287330436695
290238,1,6,2,2,2,-1,2,3,4,2,3,4,2,3,2,1,-1,-1,-1,-1,3,2,3.5,.359728230991421
290239,1,7,1,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,3.6,3,.655114579308695
290240,2,7,1,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.32872431025564
290241,1,4,1,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,6,1,1.16666666666667,2.12144083067434
290242,1,6,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,4,3.5,1.32115050766696
290243,1,4,1,2,2,-1,1,3,5,1,2,2,1,5,1,2,-1,-1,-1,-1,2,1,2.33333333333333,.927520379434204
290244,2,3,1,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,3,3,2.6,2.5,1.11634530621702
290245,1,6,4,2,4,1,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,-1,-1,.511788296608921
290246,2,6,1,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.39498192857027
290247,2,6,2,1,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.2,3.66666666666667,.976051601001459
290248,1,7,2,2,4,4,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,2,2.6,3,.530986857037857
290249,2,2,4,1,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,.601751615250175
290250,1,2,1,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,2,2.2,3.5,1.45669340824892
290251,1,3,1,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.6,2.33333333333333,1.64389230430433
290252,1,7,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,8,3,3.66666666666667,.793639258423091
290253,1,7,3,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.8,3.66666666666667,.394027660014521
290254,2,3,1,1,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,2.4,4.16666666666667,.77228652066306
290255,2,7,1,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,2,3.66666666666667,1.25545705562403
290256,2,3,4,2,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.535457396929164
290257,1,7,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.2,4,.644429041082472
290258,2,7,3,2,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,1,3.4,2.66666666666667,.596792469142622
290259,1,7,3,2,3,-1,5,3,3,2,3,4,2,2,2,3,-1,-1,-1,-1,8,2.6,2.83333333333333,.397416255742604
290260,2,4,1,2,2,-1,1,3,3,2,2,4,2,3,3,2,-1,-1,-1,-1,2,2.4,3,.660253823756309
290261,1,7,1,2,3,1,4,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2,2.66666666666667,.979860477775317
290262,1,7,2,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,3,1,4,3.33333333333333,.46548770228038
290263,1,2,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.8,1.5,1.72144593811862
290264,1,5,4,2,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,4,1,3.5,1.05361862128742
290265,2,6,2,2,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,9,9,3,2,1.6,3.33333333333333,.456992090228693
290266,2,1,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.2,1.5,2.19033628031557
290267,1,7,1,1,3,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,1.8,3.83333333333333,1.48337133086952
290268,2,2,1,1,1,-1,5,3,4,2,4,4,2,5,4,3,-1,-1,-1,-1,2,1,4.16666666666667,.910925642503536
290269,1,2,4,2,1,-1,1,3,3,2,5,2,2,8,1,1,-1,-1,-1,-1,3,1.6,2.66666666666667,1.98367546628003
290270,2,2,1,2,3,-1,1,3,4,1,1,2,2,4,1,3,-1,-1,-1,-1,2,1.2,3,1.05548738820936
290271,1,5,4,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,8,1,2.5,.930343145253933
290272,2,4,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,5,5,3,3,.913556819283527
290273,2,5,2,2,2,-1,2,3,9,9,9,9,9,9,9,1,-1,-1,-1,-1,2,2,2.33333333333333,.585229265858552
290274,2,7,1,2,3,-1,1,3,2,4,2,4,1,3,2,1,-1,-1,-1,-1,1,1.4,4.5,1.16077678542061
290275,1,7,4,2,2,4,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,-1,-1,.398849846267334
290276,2,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,2,-1,-1,.645040137383495
290277,2,6,1,2,3,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,4,5,2.8,3,.910523893596298
290278,2,7,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,4,2,2.5,.600632142539185
290279,2,1,4,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,3,3,3.2,2.16666666666667,2.11056915858903
290280,1,2,1,1,3,5,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.48488407954759
290281,2,4,2,2,2,3,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.8,2.33333333333333,.398177234099351
290282,2,3,1,1,1,-1,1,3,3,1,4,3,1,2,2,3,-1,-1,-1,-1,1,2.4,2.83333333333333,.763476365216165
290283,2,4,1,1,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3,2.66666666666667,.97544054338966
290284,1,4,1,2,2,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,2,2,1.6,4.83333333333333,1.4584067218668
290285,1,7,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4,.906109375702072
290286,1,6,2,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2,3.5,.444319550810452
290287,2,2,1,2,1,-1,1,3,3,3,3,3,1,4,2,3,-1,-1,-1,-1,2,2.6,2.16666666666667,.995430878798047
290288,1,7,2,2,3,4,3,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,1,4,2,4.66666666666667,.502857546849251
290289,1,2,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,6,1.4,2.33333333333333,1.28082937167456
290290,1,3,1,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.8,3.66666666666667,.937811016745926
290291,1,5,1,2,3,-1,3,3,2,2,2,4,2,5,1,3,-1,-1,-1,-1,1,4,4,.89109787921651
290292,1,7,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,3.4,3.83333333333333,.34741140030326
290293,1,7,3,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,1,3.4,5,.40657577488676
290295,2,3,1,1,1,5,4,3,-1,-1,-1,-1,-1,-1,-1,4,2,2,3,2,2,2.6,3.16666666666667,2.0113136554528
290296,2,3,1,1,2,-1,2,3,3,3,3,3,3,4,1,3,-1,-1,-1,-1,1,2,3,1.40575254440118
290297,2,7,1,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,2.4,3.83333333333333,.965657895595661
290298,1,1,4,2,3,-1,5,3,3,2,2,3,3,4,3,4,-1,-1,-1,-1,5,2.8,4,2.73738024882041
290299,1,1,4,2,2,-1,1,2,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,8,-1,-1,3.28908642363473
290300,1,2,1,1,3,-1,1,3,2,3,3,3,3,3,3,5,-1,-1,-1,-1,5,2.8,4.83333333333333,1.32631226924323
290301,2,5,2,2,4,-1,5,3,5,2,2,4,4,2,4,5,-1,-1,-1,-1,1,1.8,4,.41866704739607
290302,1,5,1,2,1,-1,1,3,4,1,4,2,3,4,2,1,-1,-1,-1,-1,2,2.4,3.66666666666667,1.11333002281617
290303,1,6,1,1,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,1.8,3.33333333333333,1.02456123398144
290305,2,4,1,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,4,3.4,3.33333333333333,1.3436148642254
290306,2,2,1,1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,-1,-1,1.14647043874084
290307,1,1,4,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,4,4,1,1.4,4,1.83944327538853
290308,1,7,3,2,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,.463572082707569
290309,2,6,1,2,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,4.33333333333333,.873588606397043
290310,2,3,1,1,1,-1,2,3,3,2,3,3,1,3,3,3,-1,-1,-1,-1,2,2.8,3.16666666666667,.979032373614057
290311,2,4,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1.2,2.5,1.10150760172793
290312,1,4,1,1,2,-1,5,3,5,4,4,5,4,4,4,3,-1,-1,-1,-1,2,2,4.16666666666667,1.25594771236917
290313,2,7,1,2,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.72196174285969
290314,1,4,1,2,3,4,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4,4.66666666666667,.982494208044125
290315,1,3,1,1,2,-1,1,2,3,2,1,2,1,4,1,2,-1,-1,-1,-1,1,2.8,4.83333333333333,1.27640982418115
290316,2,2,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,6,1.2,1.33333333333333,1.85113345670741
290317,2,4,2,1,1,-1,1,3,4,1,4,2,1,4,2,2,-1,-1,-1,-1,2,2.4,2.5,.380660958530249
290318,1,7,4,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,5,.362527899344122
290319,1,7,4,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,-1,-1,.463822440679327
290320,2,7,3,2,4,-1,2,8,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,.702912872206967
290321,1,7,1,2,4,-1,4,3,3,1,2,5,3,3,2,3,-1,-1,-1,-1,3,2.6,3.83333333333333,.791867214562411
290322,1,5,1,1,3,-1,5,3,2,3,3,4,4,3,3,5,-1,-1,-1,-1,5,2,3.33333333333333,1.81725918357238
290323,1,3,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.2,3.5,1.06602695199153
290324,2,1,4,2,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,4,1,5,2.8,3.33333333333333,.718436614024947
290325,2,2,4,2,4,-1,5,8,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,1.18850635854165
290326,2,6,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,5,4,1,2,.593028394490738
290327,2,4,4,1,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,2,1,1.8,3.33333333333333,.996296124614829
290328,1,7,3,2,4,-1,4,1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,5,1,4.16666666666667,.490059809100519
290329,1,2,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,2,2.16666666666667,1.61716826412812
290330,1,4,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,3.2,2,.527686859633885
290331,2,3,1,2,8,-1,1,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,2,2.4,5,.826750115780237
290332,1,2,4,2,1,-1,1,3,5,1,3,1,1,5,2,2,-1,-1,-1,-1,3,1.4,1.66666666666667,.787604281049787
290333,1,4,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.59596146212291
290334,1,2,2,2,4,-1,3,3,3,3,2,3,8,3,3,4,-1,-1,-1,-1,2,2.4,3.66666666666667,.566300330635176
290335,2,4,4,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.859452492305083
290336,2,7,3,2,4,3,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.2,5,.571383862599506
290337,1,4,1,2,2,-1,5,3,3,3,3,5,2,4,3,1,-1,-1,-1,-1,8,2.6,3.83333333333333,2.41845568582938
290338,2,6,2,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,2,5,4,2,3.4,3,.459398559992771
290339,2,3,2,1,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,4,1,3.6,3.83333333333333,.539095267330719
290340,2,5,2,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,1,1,1.6,5,.438395650200695
290341,2,7,3,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,1,2,1.2,4.66666666666667,.789438924075713
290342,1,2,1,1,3,3,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,1.8,4.83333333333333,1.20199512452923
290344,1,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,1,2,2,4.66666666666667,.429921858871628
290345,2,2,4,1,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,.588278131506276
290346,2,6,2,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,9,9,4,6,2.6,2.66666666666667,.392607765475265
290347,1,7,3,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.430042375805954
290348,2,7,3,2,4,3,5,8,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,2,2.66666666666667,.615974973543389
290349,1,7,3,2,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,3,1,4,3.66666666666667,.638553734138691
290350,2,3,1,1,3,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,8,1.8,3.66666666666667,1.56952109134075
290351,1,4,1,1,1,-1,1,3,4,2,2,4,2,4,4,3,-1,-1,-1,-1,2,3.2,3,1.59693132360275
290352,1,6,1,2,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,3.33333333333333,.732701950126747
290353,1,7,4,2,4,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,1.75,9,.492808601122998
290354,1,7,3,2,2,-1,3,3,4,2,8,8,8,4,3,4,-1,-1,-1,-1,3,2.4,4.16666666666667,.439211567256236
290355,1,7,1,1,4,-1,3,1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.4,4,1.05352971344951
290356,2,3,1,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,1,4,3.83333333333333,1.21218965780728
290357,1,1,4,2,2,-1,5,3,4,2,4,2,1,4,2,3,-1,-1,-1,-1,8,2,3.66666666666667,2.29471872472603
290358,2,5,3,2,4,-1,5,2,3,3,3,5,3,4,4,4,-1,-1,-1,-1,5,1.4,4.33333333333333,.595916080829183
290359,2,3,4,1,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3,3.33333333333333,.495888302082651
290360,1,2,4,2,3,1,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,6,2,3.16666666666667,3.12222072689525
290361,1,4,1,1,3,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.41940040047991
290362,1,5,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.2,2.83333333333333,.942115889377911
290363,1,1,1,1,3,-1,5,1,1,3,4,5,5,2,4,3,-1,-1,-1,-1,8,2.4,3.5,2.74801421431037
290364,2,7,1,2,3,5,1,1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.4,3.83333333333333,1.34449821659925
290365,2,7,2,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,3,2.2,3.33333333333333,.74495521441905
290366,1,7,1,2,1,-1,1,3,3,2,4,3,2,4,2,2,-1,-1,-1,-1,1,4,4.66666666666667,.71419728093927
290367,1,4,1,1,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.2,4,1.81931698604524
290368,1,2,4,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,3,3,4,3,1.79780361062507
290369,1,7,1,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,2,1,3.4,3.66666666666667,.752300673204716
290370,1,7,1,1,8,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,1.71814187834607
290371,2,3,1,1,3,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,2,-1,-1,1.37866498027153
290372,1,7,3,2,4,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.443480381530985
290373,1,4,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,4.6,4.5,.495892867411143
290374,1,3,1,1,3,-1,3,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.2,4.16666666666667,1.1280831526605
290375,2,7,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,3.4,2,.913744462022366
290376,2,3,2,1,8,1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,3,4.16666666666667,.705165281479075
290377,2,5,1,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.6,4.33333333333333,.83831780701435
290378,1,7,2,2,4,-1,1,3,4,2,4,4,2,5,8,4,-1,-1,-1,-1,1,3,3.83333333333333,.501707857853924
290379,2,7,3,2,4,-1,5,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,.597526365042217
290380,2,4,3,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,2,5,4,4,1.21791682371044
290381,2,5,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.2,3.66666666666667,.8666305041271
290382,2,1,4,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,4,2,2,1.6,1.83333333333333,1.1065488850591
290383,2,7,3,2,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,1.8,4.16666666666667,.555012594629567
290384,1,4,1,1,3,-1,4,3,4,2,4,3,2,3,3,3,-1,-1,-1,-1,1,3.2,3.33333333333333,.834471324314275
290385,1,2,4,2,2,-1,1,3,4,2,2,2,2,3,4,3,-1,-1,-1,-1,1,4,2.83333333333333,.680064176892308
290386,2,6,1,1,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.6,4,1.83637552939924
290387,1,2,4,2,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,4,2,2,1.6,2.33333333333333,1.83595969761429
290388,2,5,2,2,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,4,2,.662600402600857
290389,1,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2,4.16666666666667,1.59275458968232
290390,2,3,1,1,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,5,3.4,3.83333333333333,1.16652770650761
290391,2,4,1,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,2,2,3.83333333333333,.839548820759582
290392,2,2,4,1,3,2,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,4,5,2,5,2.4,4.6,.709952299226815
290393,2,2,4,2,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,2,2,3.4,3.5,1.51550783879679
290394,2,7,1,2,4,-1,5,3,2,3,2,4,4,3,3,3,-1,-1,-1,-1,2,2.6,4,1.60314806295277
290395,2,7,3,2,3,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,4,2,2.8,3.33333333333333,.500223507066647
290396,2,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,8,-1,-1,1.46213110137435
290397,1,7,1,2,1,3,8,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,3,1.8,4.33333333333333,.717662906913339
290398,2,7,3,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.4,3.5,.514883937529069
290399,1,5,2,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.503472009112805
290400,2,7,2,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.5,.451936569262903
