Sserial	WtFactor	RSex	RAgeCat	eq_inc_quintiles	RClassGp	HEdQual3	Married	ChildHh	skipmeal	paptype	SMNews	PartyId2	Politics	SocTrust	Spend1	Dole	TaxSpend	MuchPov	Poverty1	Poverty2	NatFrEst	incdiffs	welfare2	leftrigh	libauth
310570	.521126161878708	2	2	3	1	1	4	2	-1	0	2	3	3	2	3	1	2	2	2	1	5	-1	-1	-1	-1
310571	.795008233908823	2	4	-1	5	3	1	2	-1	0	1	2	3	-1	-1	2	3	2	2	1	25	-1	-1	-1	-1
310572	.851570233805179	2	3	-1	2	3	1	1	-1	0	1	2	4	2	1	9	2	2	2	1	998	-1	3.25	2.4	3.83333333333333
310573	1.1861398511235	2	7	-1	1	4	1	2	-1	1	8	1	4	-1	-1	2	4	1	2	2	80	-1	-1	-1	-1
310574	.877990720941997	2	3	1	-1	3	1	1	-1	0	1	2	2	-1	-1	2	3	8	1	1	60	-1	-1	-1	-1
310575	1.5674324597686	2	3	-1	1	1	1	1	-1	2	4	3	1	-1	-1	3	3	2	1	1	998	-1	-1	-1	-1
310576	1.47218347471549	1	2	-1	1	3	1	1	1	0	7	1	3	-1	-1	2	3	2	2	2	10	2	2.875	2.8	3.33333333333333
310577	.752076170704223	2	3	-1	1	1	1	1	-1	0	4	6	2	-1	-1	1	3	2	8	1	10	-1	-1	-1	-1
310578	1.45317221987875	1	5	-1	1	2	1	2	1	0	5	1	2	-1	-1	3	3	2	2	2	20	3	2.75	3	4.16666666666667
310579	.995614933634659	1	7	4	5	2	1	2	-1	0	8	1	1	1	2	3	3	8	2	1	10	-1	3.125	2.8	4.66666666666667
310580	.617962384852536	1	7	-1	1	1	1	2	1	1	8	1	1	-1	-1	2	3	1	2	1	5	1	3.25	2	3.83333333333333
310581	.657342956082504	1	4	5	1	1	4	2	1	2	7	5	3	-1	-1	1	2	8	2	1	998	2	2.5	2.8	3.16666666666667
310582	1.83276875037188	1	5	5	1	3	1	2	-1	0	1	2	2	1	3	1	3	2	2	1	35	-1	2.375	3.2	3.5
310583	.898525800821978	1	3	4	4	2	1	1	1	0	2	2	1	-1	-1	1	3	2	1	1	1	1	1.625	1.6	1.83333333333333
310584	1.04848569836341	2	3	-1	3	1	1	1	1	2	2	2	1	-1	-1	1	3	2	2	1	1	1	1.25	3	3
310585	1.09307162627424	2	7	3	2	2	1	2	9	2	8	1	4	-1	-1	3	3	1	2	1	10	9	2.75	2.4	3.16666666666667
310586	.487581491360875	1	4	3	5	2	3	2	-1	0	8	3	4	1	3	3	3	2	2	2	70	-1	2.375	2.6	3.33333333333333
310587	.930264996703305	1	5	-1	5	2	1	2	-1	0	8	1	3	1	6	2	2	8	2	2	75	-1	3.625	3.4	3.66666666666667
310588	.476870432114039	2	3	-1	5	2	2	1	1	0	2	4	3	-1	-1	1	2	2	2	1	4	2	2.875	3.4	3.66666666666667
310589	.853288562089588	1	7	4	2	1	1	2	-1	2	8	3	1	1	11	1	2	9	2	2	2	-1	2.5	2.6	3.66666666666667
310590	.971469398929052	2	5	-1	5	3	1	2	1	1	8	1	3	-1	-1	3	3	2	2	1	50	1	3	1.4	4.66666666666667
310591	.764712948011683	2	7	3	1	4	2	2	-1	0	8	1	3	1	3	8	3	2	2	2	30	-1	3	2.6	3.6
310592	.361458006198798	2	7	1	1	2	3	2	1	0	8	2	2	-1	-1	1	3	2	2	2	50	1	2.75	2.6	3.83333333333333
310593	.510653055437245	2	4	3	1	3	2	1	-1	0	8	5	5	2	3	3	2	1	2	2	80	-1	2.625	3.4	2.33333333333333
310594	.92514777526932	1	7	5	1	1	1	2	-1	2	8	3	1	1	8	1	3	2	2	2	999	-1	-1	-1	-1
310595	.754666704180689	1	7	-1	4	2	1	2	-1	1	8	8	3	-1	-1	3	2	8	2	1	40	-1	-1	-1	-1
310596	.54279507142481	2	3	-1	4	2	2	1	1	0	8	6	3	-1	-1	8	2	2	2	2	998	2	2.125	2	4.5
310597	.578123893535552	1	3	2	5	1	4	2	-1	0	8	5	5	2	8	1	1	2	2	1	20	-1	1.75	1	3
310598	1.63219987587121	1	3	4	3	4	1	1	5	0	7	5	5	-1	-1	2	2	2	2	2	80	2	3.5	3.8	4.16666666666667
310599	1.77245024825273	2	2	-1	1	2	1	1	1	0	5	4	2	-1	-1	1	4	8	1	1	998	1	1.875	2.2	2.66666666666667
310600	1.04666353612756	2	6	2	5	3	1	2	-1	0	8	1	3	2	1	7	3	2	2	2	50	-1	2.5	2.8	3.83333333333333
310601	.821786206507012	1	6	2	1	2	1	2	-1	0	8	1	2	-1	-1	3	3	2	1	1	75	-1	-1	-1	-1
310602	.605303171994854	2	7	2	1	4	3	2	1	0	8	2	2	-1	-1	1	3	2	1	2	50	2	9	9	9
310603	.862483058489194	2	3	2	3	2	1	1	-1	0	4	5	5	2	3	2	3	2	1	2	90	-1	3.375	2	5
310604	.586043333733901	2	6	1	5	3	2	2	4	0	1	5	5	-1	-1	3	3	1	2	2	25	1	3	3	4.5
310605	3.01859759408847	1	2	5	3	2	1	2	-1	2	2	5	3	2	1	2	3	1	2	1	90	-1	4.25	2	4.66666666666667
310606	.419836822118618	2	3	-1	3	4	4	1	-1	0	1	5	4	-1	-1	3	3	1	2	2	50	-1	-1	-1	-1
310607	.765609442931666	1	2	-1	5	4	4	2	-1	0	1	4	5	2	8	1	3	2	2	2	80	-1	-1	-1	-1
310608	1.24023153006455	2	7	1	5	3	3	1	7	0	8	8	5	-1	-1	2	3	2	1	1	99	1	3.625	2.6	5
310609	.409123105217073	1	7	-1	1	3	2	2	-1	2	8	1	1	-1	-1	2	3	1	1	1	998	-1	-1	-1	-1
310610	1.80223563528122	1	2	3	1	1	1	2	-1	0	5	8	3	8	3	1	4	2	1	1	998	-1	-1	-1	-1
310611	1.2146453610887	2	2	2	5	4	1	1	-1	0	1	5	4	-1	-1	2	3	2	2	2	90	-1	-1	-1	-1
310612	.993567179778136	1	5	5	5	4	1	2	-1	0	8	4	3	2	6	2	3	1	2	2	50	-1	3.375	3.2	3.83333333333333
310613	.548602726829918	2	7	5	3	1	2	2	-1	2	2	3	3	-1	-1	3	2	1	2	2	15	-1	-1	-1	-1
310614	1.18940060803412	2	6	3	1	3	1	2	1	0	1	1	3	-1	-1	2	3	2	2	2	98	1	3.875	2.6	4.66666666666667
310615	.481647350133379	2	7	1	5	3	3	2	-1	0	8	1	3	-1	-1	1	3	2	2	1	50	-1	-1	-1	-1
310616	.751451189206059	2	4	5	1	3	1	2	1	0	3	1	2	-1	-1	3	3	2	2	1	35	2	2.375	2	2.16666666666667
310617	1.22759506178671	1	3	3	4	2	1	1	1	0	8	4	3	-1	-1	2	2	1	2	2	50	4	3.75	3.6	4.16666666666667
310618	.44663763200553	2	7	1	4	4	2	2	1	0	8	2	5	-1	-1	3	3	2	2	2	99	1	2.625	2	5
310619	.594528298132032	2	7	3	1	4	3	2	1	0	8	1	1	-1	-1	2	4	1	2	2	50	4	3.375	3.6	3
310620	.56524366269553	2	7	-1	1	1	4	2	-1	0	2	3	1	1	8	1	3	2	1	1	998	-1	1.125	1.4	1.66666666666667
310621	.693488728889718	1	3	1	5	2	4	2	-1	0	5	5	5	-1	-1	1	3	2	2	1	25	-1	-1	-1	-1
310622	.602554971607607	2	6	5	1	3	2	2	-1	0	8	3	3	2	1	1	3	2	2	1	20	-1	2.125	3.2	3.33333333333333
310623	1.92308092548162	2	6	-1	1	2	1	1	-1	0	8	3	3	1	3	1	3	1	2	1	20	-1	1.25	1.6	3
310624	1.29081930759204	2	2	4	2	1	1	2	2	0	2	2	1	-1	-1	1	3	2	2	2	40	1	2.625	1.8	2.16666666666667
310625	1.16636788898065	1	7	-1	1	1	1	2	1	1	8	3	3	-1	-1	3	2	1	2	2	40	2	3	2.6	4
310626	1.33121714251645	1	3	4	1	1	1	1	1	0	2	1	2	-1	-1	2	2	1	2	1	20	2	4.25	3	3.83333333333333
310627	.924402890279618	2	5	5	1	1	1	2	1	0	7	1	2	-1	-1	2	3	2	2	2	25	2	3.25	2.4	3.33333333333333
310628	.567974310200511	2	3	-1	1	1	4	2	1	0	8	3	1	-1	-1	1	3	2	1	1	1	2	1.75	2.4	2.5
310629	.373194642036791	1	7	-1	4	4	4	2	1	0	8	1	2	-1	-1	2	3	2	2	2	25	2	3	9	9
310630	.599250085267634	1	7	1	1	3	2	2	-1	1	8	2	4	2	1	2	3	1	2	2	60	-1	3	1.6	4.5
310631	2.25258363138767	1	5	2	4	2	1	1	-1	0	8	2	3	1	1	1	2	2	2	1	998	-1	-1	-1	-1
310632	1.09906024942327	2	4	-1	2	3	1	2	1	0	2	3	3	-1	-1	1	3	2	1	1	40	2	2.75	2.6	3.83333333333333
310633	.747322924353573	1	2	2	5	3	4	2	7	0	6	2	2	-1	-1	1	3	1	2	2	10	1	2.375	2.8	2.83333333333333
310634	1.03241825966171	2	3	-1	2	1	1	1	1	0	4	4	2	-1	-1	1	2	2	1	1	10	2	2.25	2.6	3
310635	.864781126335785	2	3	1	5	4	1	1	1	0	2	8	4	-1	-1	2	1	8	2	2	90	3	2.875	2.6	4
310636	.72254542408045	2	3	4	1	4	4	1	-1	0	4	8	5	-1	-1	8	2	2	1	2	99	-1	-1	-1	-1
310637	.551004195986479	2	6	4	5	3	2	2	6	0	4	8	3	-1	-1	2	3	2	2	1	50	1	2.875	2	3
310638	1.2381829109251	1	3	1	5	3	1	2	-1	0	1	2	2	-1	-1	1	1	1	2	2	40	-1	-1	-1	-1
310639	.405405169890527	2	3	2	1	1	4	1	-1	0	2	4	3	2	2	1	3	2	2	1	40	-1	2.5	2.8	3.5
310640	1.91889987837049	1	2	2	5	4	1	1	-1	0	8	2	1	-1	-1	2	2	1	2	2	75	-1	-1	-1	-1
310641	1.5958971778243	1	5	4	3	3	1	2	-1	0	8	1	4	2	7	3	2	2	2	1	30	-1	3.125	2.6	3.16666666666667
310642	1.12143893819454	2	4	4	3	3	2	1	-1	0	2	1	3	2	1	1	2	2	8	1	30	-1	3	3	3
310643	.588084845192153	1	3	1	5	2	2	2	1	0	8	2	4	-1	-1	2	2	2	1	1	50	1	2.5	1.8	3.5
310644	.880559560539325	2	6	2	5	4	1	2	-1	0	8	4	3	1	4	2	3	1	2	2	20	-1	3.125	3.8	3.33333333333333
310645	.514206834231046	2	7	-1	-1	4	3	2	-1	0	8	8	2	1	7	2	1	1	2	2	80	-1	-1	-1	-1
310646	.658138460123531	1	1	2	-1	4	4	2	4	0	3	5	5	-1	-1	1	3	2	1	1	5	1	1.375	1.4	3
310647	.892200273584087	2	3	5	1	1	1	1	-1	0	8	8	2	1	3	3	3	2	2	2	20	-1	2.375	2.6	3.33333333333333
310648	1.54978019357719	2	5	2	5	2	3	1	9	0	8	4	4	-1	-1	1	3	2	2	2	30	2	2.5	2.6	3
310649	.867706895141172	1	7	3	5	4	1	2	-1	0	8	5	5	1	5	2	3	1	2	2	60	-1	3.625	3	4.33333333333333
310650	.575142313981269	2	4	1	2	3	4	1	-1	0	2	1	2	1	3	3	3	1	2	2	60	-1	2.5	2.8	3.83333333333333
310651	.706631882128197	1	2	5	5	4	4	2	-1	0	2	8	5	2	4	3	4	2	2	2	998	-1	2.25	1	3.5
310652	1.82220760139243	1	4	-1	1	3	1	1	-1	0	8	8	3	-1	-1	2	3	1	2	1	33	-1	-1	-1	-1
310653	1.13459469984141	1	7	3	3	2	1	2	1	1	6	1	3	-1	-1	1	3	2	2	2	25	2	3.25	3.2	2.83333333333333
310654	1.79866621958878	2	1	1	-1	2	1	1	-1	0	8	1	5	2	4	8	8	1	2	8	998	-1	-1	-1	-1
310655	.884289857050566	1	7	5	1	1	1	2	1	0	8	5	2	-1	-1	3	3	2	1	1	15	1	2.625	2.6	3.66666666666667
310656	1.32554150456389	2	2	2	4	4	1	1	5	0	6	2	3	-1	-1	2	1	2	2	1	50	3	3	3	3
310657	2.22598162025361	1	5	2	5	4	1	1	-1	0	2	2	3	1	3	1	1	1	1	1	20	-1	3.125	1.6	4.16666666666667
310658	1.75577797678392	2	1	-1	5	1	4	2	1	0	1	6	3	-1	-1	3	2	2	2	2	10	3	2.75	3.4	2
310659	1.48619116921152	1	4	3	3	3	1	2	-1	0	8	5	3	2	3	3	2	2	2	1	50	-1	2.875	1.8	4.33333333333333
310660	1.69406488580752	2	2	-1	2	2	4	2	-1	0	8	4	1	2	9	1	3	2	1	1	50	-1	-1	-1	-1
310661	1.0469798588439	1	5	5	1	3	1	2	-1	0	8	1	4	-1	-1	7	4	1	2	2	50	-1	-1	-1	-1
310662	1.30786599934525	1	5	-1	1	2	1	2	1	0	8	1	2	-1	-1	1	2	1	2	1	2	2	2.875	3.2	3
310663	1.38573540594131	2	4	2	5	2	2	1	2	0	2	1	3	-1	-1	1	2	2	2	2	13	2	2.625	3.4	3.33333333333333
310664	.601847170171989	1	2	1	1	2	2	2	-1	0	4	5	3	2	3	1	1	1	2	2	50	-1	3.125	3	3.66666666666667
310665	.993803340211728	2	7	-1	2	3	1	2	-1	1	8	1	2	2	4	1	3	1	2	1	10	-1	2.5	3.4	4
310666	.470149686898496	2	3	3	-1	3	4	2	4	0	6	2	3	-1	-1	1	2	2	1	2	50	8	2.625	2.8	3.83333333333333
310667	.808078147127986	1	7	5	1	3	1	2	1	1	8	8	2	-1	-1	7	3	1	2	2	20	2	3.25	3.6	3.5
310668	.964609435870886	2	4	2	5	2	4	1	-1	0	8	5	3	1	7	7	2	1	2	2	50	-1	2.875	2.8	3.83333333333333
310669	1.48251050285683	1	1	4	4	3	1	2	1	0	4	5	5	-1	-1	2	3	2	2	1	20	3	3.125	3.4	4.2
310670	.801488461373169	1	7	-1	1	2	1	2	-1	0	8	1	3	-1	-1	2	8	1	2	2	60	-1	-1	-1	-1
310671	.648509653499677	1	3	5	1	1	4	2	-1	0	4	8	4	-1	-1	3	2	2	2	1	20	-1	-1	-1	-1
310672	.461598837385943	2	7	3	5	4	2	2	1	0	8	2	5	-1	-1	1	3	1	2	1	70	2	2.75	2.2	4
310673	.603032731396057	1	7	-1	3	2	3	2	1	0	8	5	3	-1	-1	2	3	2	2	2	40	1	3	2	3.16666666666667
310674	.411087050241366	1	7	4	4	4	3	2	1	1	8	1	4	-1	-1	2	2	2	1	1	30	9	9	9	4
310675	.899120682835411	1	5	3	4	2	1	2	-1	0	8	2	3	1	3	1	3	2	2	1	50	-1	2.625	3.2	3.83333333333333
310676	.51659838353689	1	7	2	1	4	3	2	1	1	8	4	3	-1	-1	2	2	1	2	2	40	1	3.2	1.8	4.66666666666667
310677	.951726052928766	2	7	-1	5	3	1	2	1	2	8	5	3	-1	-1	3	2	2	2	1	45	2	2.75	3.4	3.5
310678	.550026302665282	2	3	-1	5	1	2	1	-1	0	2	1	4	-1	-1	2	3	1	1	1	50	-1	-1	-1	-1
310679	.568861534231972	2	2	4	1	2	4	1	-1	0	2	2	4	2	3	2	2	1	2	2	80	-1	3.125	3.2	3.83333333333333
310680	.888794210947388	2	3	-1	2	3	1	1	8	2	2	2	4	-1	-1	2	3	2	1	1	80	2	3.125	2.4	4.33333333333333
310681	2.17162553557194	2	4	3	1	1	1	1	-1	0	8	2	2	2	3	1	2	2	2	2	1	-1	1.875	1.8	3.83333333333333
310682	.553640527652239	2	2	2	5	2	4	1	5	0	2	5	5	-1	-1	2	8	2	2	1	50	3	2.75	3.4	4
310683	1.09852834764586	2	2	5	3	2	1	1	-1	0	2	1	3	-1	-1	3	2	1	2	1	998	-1	-1	-1	-1
310684	.989390211857953	2	7	5	2	2	1	2	1	0	8	1	3	-1	-1	3	2	1	2	1	25	2	3	3.2	2.5
310685	1.12142497005584	2	3	3	1	2	1	1	-1	0	4	2	3	1	1	1	2	2	1	1	25	-1	2.5	2	3.83333333333333
310686	.785292775380259	1	3	2	5	3	4	2	-1	0	7	4	3	2	2	1	3	2	2	1	60	-1	2.75	2	4.16666666666667
310687	.960675118006259	2	6	4	1	1	1	2	1	0	8	1	2	-1	-1	2	3	2	1	1	25	2	3.125	3.6	3.66666666666667
310688	.523627942049067	2	6	3	4	3	2	2	1	0	8	1	3	-1	-1	1	3	2	2	1	50	1	2.375	2.2	3.83333333333333
310689	.473549939778389	1	6	1	5	3	2	2	2	0	3	4	2	-1	-1	1	3	2	2	2	50	3	3.25	2.4	3.66666666666667
310690	.494004146607505	1	3	1	2	3	4	2	2	1	8	1	1	-1	-1	2	3	1	1	1	10	2	2.375	3	3
310691	1.00519089619394	1	6	4	5	3	1	2	1	0	8	1	3	-1	-1	2	3	2	2	1	65	2	3.25	2.4	4.16666666666667
310692	1.57268435630983	1	5	5	4	2	1	2	-1	0	2	1	1	1	4	2	3	1	2	2	25	-1	2.875	3.8	3.16666666666667
310693	.627715544994418	2	7	-1	5	4	3	2	-1	0	8	2	3	-1	-1	1	2	1	1	1	50	-1	-1	-1	-1
310694	1.73372216215687	2	4	1	5	3	1	1	2	1	8	1	3	-1	-1	2	2	2	2	2	75	2	3.75	4.2	3.83333333333333
310695	.413020864877965	2	4	1	5	3	4	1	-1	0	1	5	3	2	7	3	3	1	2	2	85	-1	2.375	3.8	3.66666666666667
310696	.936867352672434	1	4	4	3	3	1	1	1	0	3	3	3	-1	-1	1	2	1	2	1	5	2	2.125	3.6	2.66666666666667
310697	.98164543519934	2	7	3	2	4	1	2	1	0	8	1	3	-1	-1	2	3	2	2	2	60	2	3.125	2.6	4.16666666666667
310698	2.12272196945911	2	3	-1	4	4	3	1	-1	2	8	5	4	2	3	2	4	2	2	1	50	-1	-1	-1	-1
310699	.637983177643294	2	5	2	5	4	4	2	-1	0	3	5	4	-1	-1	1	3	2	1	1	60	-1	-1	-1	-1
310700	.652673642175931	1	6	2	5	3	2	2	-1	1	8	2	1	1	1	1	3	1	1	1	75	-1	-1	-1	-1
310701	.795615229883256	2	3	-1	2	2	1	1	-1	0	3	8	2	2	1	2	3	2	2	1	50	-1	3.375	3.2	3.5
310702	.934693638343873	2	7	3	1	3	1	2	1	0	2	1	2	-1	-1	2	1	2	2	1	65	3	3.25	3	4
310703	.865719340254112	2	7	4	1	3	1	2	-1	0	8	1	2	1	6	3	2	1	2	1	40	-1	2.375	3.8	3.33333333333333
310704	1.1952232204727	2	5	5	2	1	1	2	1	0	2	2	1	-1	-1	1	3	2	1	1	2	1	1.375	1.4	2.16666666666667
310705	1.06457835388189	2	4	2	4	1	1	1	3	0	1	6	2	-1	-1	1	3	2	2	1	5	1	1.875	2.8	4.66666666666667
310706	.857616954522282	2	7	4	2	2	1	2	-1	0	8	1	2	2	3	1	3	1	1	1	15	-1	2.25	3.2	3.83333333333333
310707	.522515559038392	2	4	3	1	1	2	1	1	2	2	3	3	-1	-1	7	4	2	2	2	20	2	2.25	2.8	2.5
310708	.72898053322066	1	3	2	4	3	4	1	5	0	2	2	1	-1	-1	1	3	2	2	2	0	1	1.75	1.8	2.33333333333333
310709	1.99669264562144	1	2	3	1	1	1	2	1	0	1	2	3	-1	-1	3	2	1	2	1	10	9	2.5	3.6	2.5
310710	2.52304462194168	1	1	1	5	1	4	2	-1	0	3	6	1	1	3	2	3	2	2	1	4	-1	1.375	2.2	1.5
310711	1.3032910012779	2	7	1	3	4	1	2	-1	0	8	6	4	2	1	1	1	2	1	2	80	-1	1.625	1.8	3.66666666666667
310712	1.09247285048763	2	2	2	2	3	4	2	-1	0	3	5	3	2	1	2	3	2	2	1	46	-1	-1	-1	-1
310713	.53153465022718	2	7	-1	1	2	3	2	-1	1	8	1	2	2	1	3	2	1	1	1	86	-1	3	2	4.16666666666667
310714	1.50437719135804	2	1	1	2	3	4	1	4	0	3	5	5	-1	-1	1	8	2	2	1	50	2	2.25	2.4	3.66666666666667
310715	.437264825516703	1	7	4	3	2	3	2	1	1	8	1	3	-1	-1	1	3	2	1	1	5	1	2.5	1.8	3.83333333333333
310716	1.05377542012981	1	7	-1	4	4	1	2	-1	1	8	8	4	2	3	3	3	1	2	2	90	-1	3.75	1	5
310717	.489191164831818	2	4	4	5	3	2	2	-1	0	2	6	3	1	4	1	3	2	1	1	998	-1	9	9	9
310718	1.81028486791886	2	1	3	5	2	1	1	2	0	2	2	4	-1	-1	2	3	2	1	1	50	1	2.5	3	4.33333333333333
310719	1.10677746064002	2	7	-1	1	1	1	2	-1	0	8	1	2	-1	-1	1	3	1	2	2	10	-1	-1	-1	-1
310720	.49383359316168	2	7	2	3	4	3	2	2	2	8	2	4	-1	-1	1	3	1	2	2	25	1	2.375	2	3.83333333333333
310721	.578106093429592	2	4	3	5	3	2	2	-1	0	2	4	1	2	9	1	2	2	1	1	25	-1	-1	-1	-1
310722	1.08465180531945	1	3	4	5	1	1	1	1	0	2	2	3	-1	-1	1	3	2	1	1	5	1	2.125	2.2	3.5
310723	1.76980470750438	1	1	2	5	3	4	2	-1	0	4	8	5	2	3	1	2	2	2	1	10	-1	3	3	3
310724	1.56909998358391	1	5	3	4	4	1	1	1	1	8	1	3	-1	-1	2	3	2	2	8	25	3	3.125	9	4.5
310725	.497765191565674	2	3	-1	5	3	2	1	-1	0	8	5	5	2	1	8	2	8	2	2	40	-1	2.625	2	3.66666666666667
310726	.840458517659426	2	1	-1	5	1	4	2	-1	0	2	1	4	2	4	3	4	2	2	1	30	-1	-1	-1	-1
310727	.770280796433714	1	7	5	1	1	1	2	1	2	8	1	2	-1	-1	3	3	8	8	1	10	2	2.625	3.6	3.33333333333333
310728	.879159718178574	2	3	1	3	3	1	1	8	0	2	1	3	-1	-1	2	3	2	2	2	50	1	3.125	3	4
310729	.718241444987528	1	2	4	1	1	4	2	1	0	1	3	4	-1	-1	7	2	2	1	1	20	2	2.375	2.8	2.66666666666667
310730	.962410628337394	2	4	-1	3	2	1	1	-1	0	8	5	4	1	3	2	2	1	2	2	50	-1	3.25	2.4	4.16666666666667
310731	1.38756078208518	1	5	3	5	3	1	2	1	0	6	4	5	-1	-1	2	1	2	2	2	10	1	2.375	2	5
310732	1.202079846011	1	3	3	3	4	1	1	-1	1	8	2	3	1	1	1	3	2	1	2	80	-1	3	2	3.83333333333333
310733	.548865092975062	2	7	-1	4	4	3	2	-1	0	8	2	3	2	7	1	3	1	2	2	50	-1	3.25	3.6	2.66666666666667
310734	.995530383131347	2	3	5	1	1	1	1	1	0	5	3	1	-1	-1	1	3	2	2	1	5	1	1	1	2.5
310735	.955996842240782	2	3	4	2	1	1	1	-1	0	1	8	4	2	3	2	3	2	2	2	80	-1	2.625	1.8	3.33333333333333
310736	.520139492116378	2	5	2	2	3	2	2	-1	0	8	1	3	-1	-1	8	2	1	2	1	25	-1	-1	-1	-1
310737	.512856343900189	2	2	-1	3	3	4	1	-1	0	8	5	5	1	3	7	3	2	2	2	65	-1	3.625	2.8	3.33333333333333
310738	.3894298220148	1	7	2	4	3	3	2	1	0	2	1	3	-1	-1	1	3	2	1	1	60	2	2.25	2.8	4
310739	1.07554433166009	2	2	-1	5	2	1	1	-1	0	8	5	5	2	1	2	2	1	2	1	998	-1	3.625	3.2	3
310740	.452574276372927	2	4	5	1	1	4	2	-1	2	8	1	3	1	6	3	3	1	2	1	5	-1	2.875	3.6	3.5
310741	1.88263438748951	2	5	2	2	2	1	1	-1	0	8	3	3	2	3	2	8	2	1	1	65	-1	3.75	2.2	4.33333333333333
310742	.614434193711053	2	1	1	-1	4	4	1	4	0	7	5	5	-1	-1	1	3	2	1	1	5	1	2.125	1.8	4.33333333333333
310743	2.06956739192977	2	1	-1	5	4	4	2	1	0	2	8	1	-1	-1	2	2	1	2	1	998	3	3.25	2.4	3.33333333333333
310744	1.38426207633755	2	3	2	5	2	1	1	1	0	1	5	3	-1	-1	2	4	1	2	2	80	2	3.5	2.8	3.5
310745	.515975318022354	2	4	-1	1	1	2	1	1	0	8	2	1	-1	-1	1	9	9	1	1	5	3	2.375	3.2	2
310746	1.69462744332297	1	1	2	2	1	4	2	1	0	8	3	3	-1	-1	2	1	2	2	1	50	5	4.125	4.2	2.5
310747	.917726923455632	2	6	-1	1	1	1	2	1	0	8	2	3	-1	-1	1	3	2	2	1	60	1	1.5	2.6	2.5
310748	.49431740993063	1	7	5	3	4	2	2	1	0	8	1	1	-1	-1	3	3	1	2	2	50	1	3.25	3	3.66666666666667
310749	.708811653437259	1	2	3	4	3	4	2	2	0	1	1	3	-1	-1	2	2	2	2	1	80	1	3.625	2.2	3.66666666666667
310750	1.72158174822083	1	3	4	1	2	1	2	-1	0	2	1	1	-1	-1	2	3	2	1	1	20	-1	-1	-1	-1
310751	.434075299932894	2	7	-1	5	4	3	2	-1	0	8	8	4	2	6	2	3	8	2	2	50	-1	3.28571428571429	4.4	3.66666666666667
310752	.390703333067971	2	4	5	1	1	2	2	-1	0	8	2	3	1	3	2	3	1	2	2	20	-1	2	2	3.66666666666667
310753	.523311124885342	2	4	-1	1	2	2	1	-1	0	1	1	3	2	3	2	4	2	2	2	60	-1	3.875	2.8	3.5
310754	.92260878793303	2	5	3	2	3	1	2	-1	0	4	1	5	2	3	2	3	2	2	1	15	-1	3.5	2.2	3.66666666666667
310755	1.4223753171067	2	4	3	1	1	1	1	1	2	8	8	2	-1	-1	3	3	2	2	1	998	1	2.125	2	2.66666666666667
310756	.561563861623767	2	7	3	1	3	4	2	1	2	8	1	2	-1	-1	3	3	2	2	2	20	2	3.625	2.6	3.66666666666667
310757	1.25031355952523	2	2	5	1	2	1	1	1	0	8	2	3	-1	-1	2	3	2	2	2	2	3	3.5	4	2.66666666666667
310758	1.3929608892309	1	7	5	1	1	1	1	-1	0	1	2	1	1	3	1	3	2	1	1	3	-1	1.875	2.2	2.83333333333333
310759	.688505688115594	1	1	2	5	4	4	2	1	1	8	5	4	-1	-1	1	3	2	1	1	50	1	1.75	2	4.5
310760	.507832016769184	1	7	-1	4	4	3	2	1	0	8	2	3	-1	-1	2	3	1	2	1	50	2	2.625	2.4	4
310761	1.07805748412037	2	4	1	5	4	1	2	-1	0	2	2	5	2	6	1	2	2	2	2	70	-1	2.625	1	4.83333333333333
310762	.755691199168186	2	7	5	1	1	2	2	-1	0	8	3	2	1	1	1	3	2	8	1	998	-1	2.125	2.75	3.4
310763	1.09999574388097	1	4	-1	5	2	1	2	-1	0	2	8	2	2	3	1	2	2	2	2	50	-1	-1	-1	-1
310764	.975620531973224	2	3	-1	3	4	1	1	1	0	1	2	4	-1	-1	3	2	1	8	1	20	2	2.5	3.2	2.83333333333333
310765	1.37884849550051	1	6	2	1	2	1	1	-1	0	3	2	1	1	1	1	3	2	1	1	1	-1	1.25	1	2
310766	.683565355234589	2	4	-1	5	8	2	2	2	0	8	3	4	-1	-1	1	2	2	1	1	5	1	1.625	1.4	3.5
310767	.697929793520904	2	1	1	5	2	4	2	-1	0	2	8	4	1	3	7	3	2	2	2	20	-1	2.5	2.4	3.16666666666667
310768	1.23148660995229	1	4	2	1	1	1	2	-1	0	8	6	1	2	1	3	3	2	2	1	998	-1	2	1.8	2
310769	.44776200536536	1	7	1	1	1	2	2	-1	0	8	1	2	1	2	1	2	2	2	2	7	-1	2.625	3.4	4.33333333333333
310770	2.85572143285363	2	1	-1	-1	1	4	2	-1	0	2	6	3	-1	-1	7	2	2	2	2	10	-1	-1	-1	-1
310771	.433125281083183	2	3	4	1	2	4	2	2	0	8	5	2	-1	-1	1	2	2	1	1	1	1	2.875	1	3.5
310772	.625773355655188	2	7	5	2	2	1	2	1	2	8	4	2	-1	-1	3	3	2	2	1	20	2	1.875	2.4	1.83333333333333
310773	.491548473656057	2	1	1	-1	3	4	1	1	0	1	8	4	-1	-1	6	3	2	2	2	50	2	2.5	1.6	4
310774	.59968346840303	2	1	1	4	2	4	1	5	0	2	5	3	-1	-1	3	2	1	2	2	70	2	3.125	2.8	3.83333333333333
