Sserial	WtFactor	RSex	RAgeCat	eq_inc_quintiles	RClassGp	HEdQual3	Married	ChildHh	skipmeal	paptype	SMNews	PartyId2	Politics	SocTrust	Spend1	Dole	TaxSpend	MuchPov	Poverty1	Poverty2	NatFrEst	incdiffs	welfare2	leftrigh	libauth
312423	1.17025622323821	1	7	1	4	3	1	2	1	1	8	3	4	-1	-1	2	2	1	2	2	50	2	3.25	2.4	4.5
312424	1.88353094421541	2	3	1	1	1	4	2	1	2	8	3	2	-1	-1	1	3	2	1	1	10	1	2.5	2	2.5
312425	.943105300916764	2	3	2	1	3	1	1	1	0	8	5	4	-1	-1	8	4	1	2	2	50	3	3.375	2.4	3.83333333333333
312426	.536081032151965	1	3	5	1	1	4	2	1	0	1	6	1	-1	-1	1	3	2	2	1	5	2	1.75	2.2	1.83333333333333
312427	1.37165811797546	2	1	-1	1	1	4	2	8	0	4	6	3	-1	-1	1	3	2	2	1	20	3	1.625	1.8	2.16666666666667
312428	.833766852130878	2	4	1	1	1	1	2	1	0	2	1	3	-1	-1	2	1	2	2	2	15	1	3	2.4	4.16666666666667
312429	1.37164489150783	2	2	1	-1	3	1	1	-1	0	8	2	4	-1	-1	1	2	1	8	8	40	-1	-1	-1	-1
312430	.818840845223884	1	7	1	3	4	1	2	-1	0	8	8	1	-1	-1	1	3	2	2	1	998	-1	-1	-1	-1
312431	1.18493747868825	1	4	2	3	3	1	2	-1	0	3	3	3	1	7	1	3	1	2	1	20	-1	1.875	2.6	3
312432	2.13708294661371	2	4	2	2	3	1	1	1	0	8	1	3	-1	-1	3	3	1	2	1	30	1	2.25	4.2	3.83333333333333
312433	2.5931723421753	1	2	1	1	3	1	2	-1	0	1	5	5	1	8	1	2	2	2	2	10	-1	-1	-1	-1
312434	.889614808193345	2	7	-1	2	4	1	2	-1	1	8	5	4	-1	-1	3	4	2	2	1	998	-1	-1	-1	-1
312435	2.76580840039768	1	3	1	4	1	1	1	1	0	8	1	2	-1	-1	1	3	1	2	2	2	3	2.5	3	4
312436	1.19990403028104	2	7	-1	5	4	2	1	-1	0	8	1	3	-1	-1	2	3	2	2	8	60	-1	-1	-1	-1
312437	.784692392639638	2	1	4	2	1	4	2	-1	0	8	6	2	-1	-1	1	3	1	2	1	998	-1	-1	-1	-1
312438	.805672660586399	1	7	5	1	1	1	2	1	2	8	2	1	-1	-1	3	3	2	1	1	10	1	1	1	1.66666666666667
312439	.401902319177668	1	7	-1	1	3	3	2	3	0	8	1	3	-1	-1	2	3	2	2	2	25	3	2.42857142857143	2	4.83333333333333
312440	.795619309074205	1	7	4	3	1	1	2	1	0	8	3	4	-1	-1	3	3	1	2	1	25	2	2.75	2.4	3.83333333333333
312441	1.0365362647309	1	7	5	5	2	1	2	1	0	8	4	2	-1	-1	2	3	2	2	1	25	2	2.5	3	4.5
312442	1.24916186794723	2	3	2	4	2	1	1	-1	0	1	5	2	1	8	1	2	2	1	1	50	-1	-1	-1	-1
312443	.448089360439037	2	7	-1	4	2	3	2	-1	0	8	5	2	-1	-1	1	2	2	2	2	60	-1	-1	-1	-1
312444	.692944774957228	1	5	1	1	3	2	2	-1	0	8	2	5	-1	-1	1	2	2	2	1	30	-1	-1	-1	-1
312445	.579267612149429	2	7	3	2	4	3	2	1	0	8	2	4	-1	-1	3	2	2	2	2	40	9	2.5	2.2	3.66666666666667
312446	1.04483457524014	1	3	3	4	3	1	1	1	0	2	1	4	-1	-1	3	3	2	1	1	60	2	3.5	2	4.33333333333333
312447	1.03448603863744	1	5	2	1	3	1	2	-1	0	8	2	3	1	5	1	2	2	2	2	15	-1	2.375	2.8	3.16666666666667
312448	.4725696978321	2	4	1	1	2	4	2	2	0	2	8	3	-1	-1	1	3	2	1	2	20	1	2.25	3.2	3.83333333333333
312449	.582203887961806	2	4	-1	1	2	2	2	-1	0	7	2	3	2	3	2	2	2	2	2	20	-1	-1	-1	-1
312450	1.91007362166294	2	7	2	5	4	1	1	-1	2	8	2	3	2	7	1	3	1	2	2	75	-1	-1	-1	-1
312451	.738532206052019	1	6	-1	3	4	2	2	-1	0	8	2	3	1	6	7	2	2	1	2	95	-1	2.875	1.6	4.16666666666667
312452	1.07237690169392	1	7	-1	2	4	1	2	1	0	8	4	3	-1	-1	2	3	2	2	2	80	1	9	9	9
312453	.514365428230679	1	5	-1	5	4	2	2	1	0	8	1	3	-1	-1	3	2	2	1	1	20	2	2.625	2.2	4.16666666666667
312454	.949413584302006	2	7	-1	1	1	1	2	1	2	8	1	3	-1	-1	2	3	2	2	1	50	8	3.125	3	3.66666666666667
312455	1.21535044306368	2	5	1	2	2	2	1	-1	0	8	2	5	1	8	1	3	2	8	2	998	-1	1.25	2.2	2.33333333333333
312456	1.41362409279024	2	2	2	1	1	4	2	-1	0	3	2	2	-1	-1	7	3	2	2	1	40	-1	-1	-1	-1
312457	.470747350178485	2	7	1	5	4	3	2	-1	0	8	2	3	2	4	2	3	2	2	2	998	-1	-1	-1	-1
312458	.45823684237268	2	7	4	1	4	3	2	-1	0	2	5	3	2	7	2	3	2	2	2	25	-1	2.625	2.4	3.5
312459	.942501209820734	1	7	1	5	4	1	2	1	0	8	2	5	-1	-1	2	3	2	1	1	50	2	2.625	2.8	2.83333333333333
312460	.445977791966528	2	7	5	1	3	1	2	4	0	8	8	3	-1	-1	2	3	2	2	2	50	2	2.625	2	3.83333333333333
312461	.574436552141126	2	7	-1	4	8	3	2	-1	0	8	1	3	2	1	5	2	1	8	2	66	-1	-1	-1	-1
312462	.520038254013729	2	3	3	1	3	2	1	6	0	1	2	3	-1	-1	3	1	2	1	1	50	1	2.625	9	9
312463	.919882096007152	2	2	3	2	3	1	2	-1	0	8	8	2	2	3	2	4	2	2	1	50	-1	-1	-1	-1
312464	.514919487431656	1	7	3	4	4	2	2	5	0	8	5	5	-1	-1	2	3	1	2	2	100	3	3.125	2.4	3.83333333333333
312465	1.30409682690815	1	7	-1	3	2	1	1	-1	1	8	4	1	2	3	2	2	1	2	2	20	-1	-1	-1	-1
312466	1.65343812174255	1	2	3	2	1	1	1	1	0	4	5	5	-1	-1	2	2	2	2	2	50	1	3.5	3	3.16666666666667
312467	1.10584567453773	2	7	1	1	2	3	1	-1	0	8	2	3	1	1	1	3	2	1	1	20	-1	1.125	1.4	2.66666666666667
312468	2.53744861601902	1	1	-1	5	2	4	2	-1	0	8	2	1	2	1	3	2	1	2	2	70	-1	-1	-1	-1
312469	.464926591917601	2	6	5	1	2	1	2	1	0	5	3	3	-1	-1	5	3	2	2	2	20	1	1.75	2.2	3
312470	.53059068835797	2	2	3	2	3	4	1	5	0	2	1	4	-1	-1	2	2	1	2	1	90	2	3.5	2.4	4
312471	.896178720878074	2	7	4	1	4	1	2	1	1	8	1	1	-1	-1	1	3	2	2	1	45	1	2.5	2.2	3.83333333333333
312472	.529722747774632	1	6	3	1	1	3	2	1	0	8	3	2	-1	-1	3	3	1	2	1	10	2	2.375	3.2	2.16666666666667
312473	1.18926995031189	1	3	5	3	2	1	2	1	0	8	3	2	-1	-1	3	3	2	2	2	10	2	2.75	3.4	2.5
312474	.540422156604894	2	4	5	1	1	2	2	-1	0	3	3	2	1	7	1	3	2	2	2	20	-1	2.25	3.4	3.66666666666667
312475	.502503017338417	1	4	3	4	3	4	2	4	0	3	4	2	-1	-1	1	2	2	1	1	50	1	3.375	1.25	4.5
312476	.553820568307318	1	4	5	2	3	2	2	1	0	8	1	3	-1	-1	2	3	2	1	2	5	2	3	3.2	3.33333333333333
312477	1.66968467401048	1	3	2	5	1	1	1	-1	0	8	2	1	-1	-1	1	3	2	1	1	10	-1	-1	-1	-1
312478	1.895827603526	1	5	1	4	2	1	1	-1	0	8	1	1	-1	-1	7	8	1	2	2	50	-1	-1	-1	-1
312479	.698761886668627	2	3	2	1	2	4	1	-1	0	2	1	3	2	3	1	2	1	2	1	60	-1	3	3	3.66666666666667
312480	.592949156787285	2	7	-1	5	4	2	2	1	0	8	8	5	-1	-1	2	3	2	2	1	70	3	9	2.25	3.16666666666667
312481	.427454371283761	1	7	4	5	4	2	2	-1	0	8	2	3	2	3	2	3	2	2	1	10	-1	-1	-1	-1
312482	3.01787199254689	1	4	1	5	8	1	1	1	0	8	8	4	-1	-1	1	3	2	1	8	998	3	3	3.5	4
312483	.521421223357371	2	7	-1	1	1	3	2	1	2	8	3	2	-1	-1	1	3	2	2	1	5	1	2.125	2.8	3.5
312484	1.2339479690487	1	1	-1	-1	2	4	2	1	0	2	1	1	-1	-1	2	2	1	2	2	15	4	3.25	3.8	3
312485	2.19862681297164	2	3	2	1	1	1	1	-1	0	8	8	3	2	4	8	2	1	2	8	35	-1	3.42857142857143	2.8	3
312486	1.81069377590856	1	2	4	5	8	1	1	1	0	8	3	2	-1	-1	1	3	2	2	1	30	1	3.125	3.4	3.5
312487	1.18589831357457	2	7	-1	3	4	1	2	9	0	8	8	5	-1	-1	1	8	2	1	1	998	9	9	9	9
312488	2.453279578867	1	1	4	1	2	4	2	1	0	1	2	4	-1	-1	2	1	2	2	2	50	2	3.125	2	3.83333333333333
312489	1.67113427013963	2	7	3	1	2	1	1	-1	1	8	1	4	2	3	1	3	1	2	1	20	-1	2.875	3	4
312490	.504629975485871	2	7	1	5	4	4	2	-1	1	8	5	3	2	3	2	3	2	1	1	90	-1	2.125	2.5	3.33333333333333
312491	1.27736761918358	1	3	2	5	2	1	2	4	0	8	5	5	-1	-1	1	2	1	2	2	10	2	3	2.2	3.5
312492	.403095544336247	1	7	2	3	4	2	2	-1	0	8	1	3	-1	-1	1	3	2	2	2	40	-1	-1	-1	-1
312493	.680042973849913	2	6	1	5	2	3	2	9	0	8	8	3	-1	-1	1	3	2	1	1	2	9	2.5	2.6	3.33333333333333
312494	.811790458115496	2	3	3	2	2	4	1	-1	0	8	2	1	1	1	1	3	2	1	1	15	-1	2.875	3	3.66666666666667
312495	.876675429084559	1	7	5	5	3	1	2	1	1	1	2	1	-1	-1	3	3	2	1	8	20	1	2	2.2	3.83333333333333
312496	.422733943878475	1	7	4	2	2	3	2	1	0	8	8	1	-1	-1	7	3	2	1	1	25	2	2.375	1.8	3.16666666666667
312497	1.15625236070944	1	5	5	1	1	1	2	1	0	2	3	1	-1	-1	1	3	2	1	1	2	1	1.25	1.2	2.33333333333333
312498	1.24947052672906	1	2	5	1	2	1	1	1	0	3	1	1	-1	-1	2	1	1	2	2	51	5	4.5	4.4	3.5
312499	.998440576844019	1	3	2	5	3	1	1	1	0	3	5	5	-1	-1	2	2	2	2	2	60	2	3.25	2	4.33333333333333
312500	.45421775768401	2	5	-1	1	1	2	2	-1	0	8	1	2	1	7	2	2	2	2	1	1	-1	2.25	3	2.83333333333333
312501	1.72731115732682	2	4	-1	2	3	2	1	1	0	8	1	2	-1	-1	2	3	2	1	1	25	3	2.875	3.6	3.66666666666667
312502	1.1597865470255	1	7	-1	4	4	1	2	-1	0	8	2	4	2	3	2	3	1	1	1	35	-1	3.5	2	3.16666666666667
312503	1.94636605992655	1	4	5	3	3	1	1	-1	0	8	1	4	2	9	2	2	8	2	2	50	-1	3.375	4.8	3.5
312504	.34943372559296	2	3	1	5	3	3	2	4	0	1	5	5	-1	-1	1	1	2	2	1	33	1	3.375	2	3.66666666666667
312505	1.10286910126325	1	3	4	1	1	1	1	1	0	8	3	3	-1	-1	1	3	2	1	2	20	2	2.125	2.4	3.66666666666667
312506	1.33986070091422	2	2	3	4	1	1	2	-1	0	1	8	4	2	1	2	2	1	2	2	40	-1	-1	-1	-1
312507	.841543397034156	2	7	1	5	4	3	2	1	1	8	1	3	-1	-1	2	2	2	2	2	50	3	3.75	2.2	2.83333333333333
312508	.478377013304628	2	7	4	1	1	4	2	-1	2	2	2	1	1	3	1	3	2	2	2	10	-1	1.375	1	2.16666666666667
312509	.547390774476526	2	7	-1	1	3	3	2	-1	2	8	3	1	-1	-1	3	3	2	1	1	2	-1	-1	-1	-1
312510	1.25676955906758	2	3	1	1	2	1	1	-1	2	2	3	2	2	3	1	3	2	2	1	2	-1	2.75	1.2	3.5
312511	1.27219211476376	1	7	-1	1	1	1	2	-1	2	8	1	2	1	9	8	8	1	1	1	998	-1	2.875	3.6	2.33333333333333
312512	1.39490987722171	2	2	3	5	2	1	1	4	0	2	5	5	-1	-1	1	2	2	2	1	90	2	3.28571428571429	2.4	4
312513	.957176037454732	2	6	2	2	3	4	2	1	1	1	2	4	-1	-1	1	2	2	2	1	90	2	2.125	3.6	3.5
312514	.702575188535092	1	3	2	5	4	4	2	5	0	6	5	5	-1	-1	1	1	1	1	1	99	4	2.375	2.4	4
312515	.85085316148104	1	5	3	1	2	1	2	1	0	8	1	2	-1	-1	6	2	1	2	1	4	2	2.875	3.2	2.83333333333333
312516	1.2960599554552	1	3	4	4	3	1	1	1	0	3	1	4	-1	-1	2	4	2	2	2	80	2	2.625	3.4	4
312517	.614380546169478	1	4	4	1	1	4	2	-1	2	8	1	1	-1	-1	3	3	2	2	2	998	-1	-1	-1	-1
312518	.633350700067111	2	7	3	5	4	2	2	1	0	8	8	2	-1	-1	3	2	8	2	1	998	2	2.75	2.4	3.5
312519	.502709232802086	1	6	2	5	4	4	2	1	1	8	2	5	-1	-1	1	3	2	2	1	50	1	2.875	2	4
312520	.397481805016038	1	7	4	1	2	2	2	-1	0	8	1	2	2	7	2	4	1	2	2	50	-1	3	2.6	3.83333333333333
312521	1.04315530829936	2	7	-1	1	1	1	2	1	0	8	3	2	-1	-1	1	3	2	2	1	10	1	2.125	3.4	3
312522	.462939747798661	2	7	3	2	3	3	2	1	0	8	1	3	-1	-1	2	3	2	2	1	50	3	2.625	2.4	3.83333333333333
312523	.467483410262813	1	7	4	4	4	3	2	1	1	8	2	3	-1	-1	1	2	2	2	2	70	1	2.25	1.2	4.33333333333333
312524	.498074344794888	2	3	1	5	3	4	1	1	0	2	2	5	-1	-1	2	3	2	1	1	5	3	2.5	2.4	4.16666666666667
312525	1.92532695274065	2	6	-1	1	1	1	2	1	0	8	2	2	-1	-1	1	3	2	2	1	998	1	1.875	1.4	3.16666666666667
312526	.768953390615274	2	7	-1	2	3	1	2	1	2	8	5	5	-1	-1	3	3	1	2	2	30	1	2.875	3	3.83333333333333
312527	1.09671595074593	1	4	5	1	1	1	1	1	0	8	1	1	-1	-1	1	2	2	2	2	40	2	2.875	4	4
312528	1.0238717365638	1	4	5	1	2	1	1	-1	0	8	2	4	1	3	1	3	2	2	1	5	-1	1.375	2.8	4.33333333333333
312529	1.21988155892537	2	7	3	1	2	1	2	-1	1	4	1	3	8	3	8	3	8	2	2	20	-1	3.375	2.4	4.66666666666667
312530	.955657898556454	2	7	-1	1	2	1	2	-1	2	8	1	3	1	3	1	3	2	2	1	10	-1	2.5	2.6	2.83333333333333
312531	.472916459965747	2	5	-1	2	3	2	2	-1	0	8	5	5	1	7	2	2	1	1	2	85	-1	4.125	3	4.66666666666667
312532	.962410628337394	2	4	3	1	3	1	1	1	0	3	1	4	-1	-1	3	2	2	2	2	10	2	2.25	2.8	3.16666666666667
312533	.462491098600167	2	3	5	1	1	4	2	-1	2	3	6	2	1	4	1	3	2	1	1	1	-1	1.5	2	1.5
312534	.416871188492591	1	7	2	5	4	4	2	-1	0	8	2	4	1	5	2	3	1	2	2	998	-1	-1	-1	-1
312535	.897466138264026	1	7	-1	1	1	1	2	-1	1	8	1	1	1	3	1	3	2	2	2	25	-1	2	3	3.16666666666667
312536	.864221473698732	1	2	-1	1	1	4	2	-1	2	8	3	3	1	3	3	3	1	1	2	5	-1	-1	-1	-1
312537	.829445690991231	1	7	1	5	3	1	2	1	1	8	2	3	-1	-1	3	3	2	2	2	7	2	2.125	2	3.66666666666667
312538	1.16637184455975	2	4	3	1	1	1	2	1	1	2	5	3	-1	-1	3	3	2	2	1	10	2	1.625	2.4	3.5
312539	1.17661803055318	2	6	1	2	2	1	2	1	0	8	5	3	-1	-1	1	3	2	1	1	30	2	2.75	2.6	2.83333333333333
312540	1.19401825218867	2	4	-1	8	3	4	2	1	0	2	2	4	-1	-1	8	3	2	1	1	40	1	2.375	2.8	3.16666666666667
312541	1.99564750745551	2	4	2	1	1	1	1	1	0	4	3	1	-1	-1	7	3	1	2	1	1	1	2.5	1.4	3
312542	.58737073955234	2	4	-1	5	3	2	1	4	0	4	5	5	-1	-1	1	3	1	8	1	50	8	2.5	5	1
312543	1.62314703864821	2	4	-1	1	2	1	1	1	0	3	2	2	-1	-1	1	3	2	2	1	20	2	2.125	3.2	3
312544	1.2118759612697	2	3	5	2	2	4	2	8	0	1	4	1	-1	-1	3	2	2	1	1	50	3	2.375	2	4.83333333333333
312545	.622312718388062	1	7	-1	5	4	2	2	2	0	8	2	3	-1	-1	1	3	1	2	1	40	2	3.5	1.8	3.33333333333333
312546	.927701039773932	2	4	-1	5	3	1	2	1	0	8	1	2	-1	-1	2	2	2	2	2	40	1	3.25	2.2	4.33333333333333
312547	1.71150787714204	1	5	3	3	2	2	1	-1	0	2	8	4	1	7	2	2	2	2	1	10	-1	3	2.8	3.66666666666667
312548	.594700304017058	2	6	-1	3	3	2	2	-1	0	8	8	2	1	3	8	3	2	1	1	998	-1	-1	-1	-1
312549	.567297349920706	1	7	-1	5	4	3	2	-1	0	8	5	5	2	7	1	3	2	8	1	100	-1	2.875	2.4	4.5
312550	1.68818862582735	1	2	3	1	1	1	2	9	0	2	2	3	-1	-1	1	3	2	2	2	25	1	3	2.8	3.16666666666667
312551	.467572256277806	2	5	5	1	1	2	2	1	0	8	1	1	-1	-1	2	3	1	2	2	10	3	3.375	3.6	3.83333333333333
312552	1.12693929454814	2	3	-1	3	4	1	1	-1	0	2	5	3	2	4	1	3	2	1	1	3	-1	-1	-1	-1
312553	.488928675074826	2	6	3	5	3	2	2	-1	0	5	2	1	1	3	3	2	1	2	2	5	-1	2.25	3.2	3.33333333333333
312554	.836715859963491	1	6	2	5	4	1	2	-1	0	4	5	2	2	3	1	3	2	1	1	10	-1	2	2	3.5
312555	.502177238315788	2	3	3	5	3	4	1	2	0	2	2	1	-1	-1	1	2	1	2	1	50	1	1.875	2.2	3.33333333333333
312556	3.36593007279814	1	1	3	1	1	4	2	-1	0	3	1	2	-1	-1	3	3	2	1	1	20	-1	-1	-1	-1
312557	1.09958844284528	1	4	-1	1	1	1	1	1	0	8	1	2	-1	-1	7	4	1	2	2	10	1	3.25	2	3.5
312558	.407298192617634	1	7	5	1	1	3	2	1	2	8	1	2	-1	-1	2	3	8	2	2	25	3	2.5	3.4	3.66666666666667
312559	.926029560379516	1	3	4	1	2	1	1	-1	0	8	5	4	-1	-1	2	2	2	2	2	10	-1	-1	-1	-1
312560	1.22033966443016	1	3	1	5	4	4	2	-1	0	8	6	4	-1	-1	3	2	2	2	2	30	-1	-1	-1	-1
312561	.508791244701492	2	6	-1	1	2	4	2	1	0	2	1	2	-1	-1	2	3	1	2	2	15	1	3.625	3.8	4.33333333333333
312562	.421908463964564	2	7	4	3	2	3	2	1	0	7	5	4	-1	-1	7	3	1	2	1	20	2	3.25	3	3.83333333333333
312563	.486646491350568	1	7	5	5	4	2	2	1	0	1	4	3	-1	-1	1	3	2	1	1	50	1	2.625	1.4	3.66666666666667
312564	1.35289235626675	2	4	2	5	8	2	1	1	0	3	8	3	-1	-1	1	8	2	1	1	998	2	2.75	2.6	3.66666666666667
312565	.796451896669316	1	1	2	5	3	4	2	-1	0	3	2	4	-1	-1	1	2	2	2	1	50	-1	-1	-1	-1
312566	1.24928894092589	2	2	2	-1	4	1	1	-1	0	2	5	5	-1	-1	1	3	2	1	1	25	-1	-1	-1	-1
312567	2.36769617496222	1	5	4	1	3	2	1	-1	0	2	4	3	2	7	1	2	2	2	2	70	-1	2.25	1.4	5
312568	1.01420825681687	1	3	-1	1	1	1	1	-1	0	5	1	1	-1	-1	3	2	1	2	2	10	-1	-1	-1	-1
312569	1.72501321309208	2	1	-1	1	1	4	2	-1	0	2	2	2	-1	-1	1	2	2	1	1	8	-1	-1	-1	-1
312570	1.01317479997047	1	4	-1	1	2	1	2	-1	0	7	2	1	2	7	3	3	2	2	1	100	-1	2.375	1	3.66666666666667
312571	.551942409904806	2	7	4	5	4	3	2	8	1	8	1	3	-1	-1	2	2	1	2	2	99	2	3.375	5	4
312572	.737682003768718	2	4	-1	3	1	1	2	1	0	1	5	4	-1	-1	2	1	1	2	2	50	2	3.875	2.6	3.83333333333333
312573	.774433412820049	1	7	3	1	3	1	2	-1	0	2	8	2	-1	-1	1	3	2	2	2	10	-1	-1	-1	-1
312574	.630115221779199	2	3	5	1	2	4	2	-1	1	7	1	1	2	1	2	1	1	2	1	50	-1	3.875	4	4.16666666666667
312575	.925346419507364	2	5	1	5	2	1	2	-1	0	8	5	5	-1	-1	1	4	1	2	2	75	-1	-1	-1	-1
312576	.548217057867443	1	7	3	5	3	3	2	2	0	8	4	3	-1	-1	8	2	1	1	1	50	2	2.875	2.2	3.83333333333333
312577	.653854876985355	1	6	1	1	2	2	1	3	0	3	4	1	-1	-1	1	8	2	1	1	80	2	1.875	1.6	3.83333333333333
312578	.552034315313011	2	2	2	5	3	2	1	-1	0	2	2	3	-1	-1	1	3	2	2	1	30	-1	-1	-1	-1
312579	1.33141875343882	1	4	1	4	3	1	2	-1	0	8	6	1	1	4	1	3	2	1	1	10	-1	1.875	1.8	3.33333333333333
312580	.751451189206059	2	4	-1	1	1	1	1	-1	0	8	1	3	1	3	1	8	2	2	2	50	-1	2.625	3	2.66666666666667
312581	.602026283738215	2	7	5	2	2	2	2	-1	2	8	1	2	2	3	2	2	2	2	2	75	-1	3.75	2.8	3.83333333333333
312582	1.95647837428974	2	4	1	1	1	1	1	8	0	2	2	3	-1	-1	3	2	1	2	2	20	9	9	2.8	3.5
312583	1.61112133650613	2	1	4	1	1	1	2	1	0	2	3	4	-1	-1	2	3	1	2	2	20	2	2.375	3.4	2.66666666666667
312584	.430688582550242	1	7	5	2	2	2	2	-1	0	8	1	2	1	1	2	2	1	2	2	20	-1	3	2	4.83333333333333
312585	1.36265324214907	2	5	4	2	3	1	1	-1	1	2	1	3	2	7	3	2	2	2	1	50	-1	3.125	2.6	4
312586	.476868238003755	1	5	4	5	4	4	2	1	1	8	2	2	-1	-1	1	3	2	1	1	100	2	3	1.2	4.33333333333333
312587	.521874198970508	2	2	5	1	2	4	2	-1	0	1	2	5	2	3	2	2	2	2	2	30	-1	-1	-1	-1
312588	.989879034906704	2	2	3	3	1	1	2	1	1	3	2	3	-1	-1	1	3	2	2	1	15	1	1.75	1.8	3.16666666666667
312589	.464721303542784	2	4	3	5	2	4	2	1	0	8	5	5	-1	-1	1	2	2	2	2	50	1	3	3	3.16666666666667
312590	.512270392842699	2	5	5	1	1	4	2	1	0	2	2	1	-1	-1	1	3	2	2	2	1	1	1	1.2	1.66666666666667
312591	.974779662384367	1	7	4	3	2	1	2	-1	0	8	1	1	1	3	1	2	1	1	1	5	-1	3	4.2	3.33333333333333
312592	.877493801317271	2	4	3	2	2	1	2	-1	0	2	1	2	2	4	1	3	2	1	1	40	-1	2.5	2.8	3.66666666666667
312593	.641958781864801	2	7	-1	5	4	3	2	1	2	8	2	3	-1	-1	3	2	1	2	2	70	2	3.125	2.8	4
312594	1.37667453394826	1	2	4	1	1	4	2	-1	0	8	3	2	1	1	1	3	1	2	1	10	-1	1.875	3.6	2
312595	.473315880746195	1	7	4	5	4	4	2	1	0	8	3	2	-1	-1	3	3	1	2	2	50	1	2.625	2.6	3.33333333333333
312596	1.02068440509027	1	4	5	4	2	1	1	-1	0	2	1	3	1	1	3	3	2	2	1	5	-1	-1	-1	-1
312597	.633171771918655	2	7	3	1	4	3	2	1	1	2	1	3	-1	-1	1	3	1	1	1	75	2	3	2.4	3.83333333333333
312598	.487470704243049	2	3	3	3	2	4	1	1	0	2	1	4	-1	-1	2	2	2	2	2	50	2	4	3.2	4.16666666666667
312599	1.06156828179688	2	2	-1	5	4	1	1	-1	0	2	5	5	2	9	2	3	2	1	2	80	-1	-1	-1	-1
312600	.943708279506171	1	6	-1	3	3	1	2	-1	0	8	1	4	1	6	2	3	1	2	1	75	-1	-1	-1	-1
312601	.839177528089515	2	3	2	1	1	1	1	1	0	4	3	2	-1	-1	1	3	2	1	1	10	2	1.875	2.2	2.5
312602	.42097831571925	1	7	-1	4	2	2	2	-1	2	8	1	2	1	2	3	2	1	2	2	998	-1	2.875	3.4	2
312603	.737609196390866	2	5	1	5	2	3	2	1	0	8	4	4	-1	-1	1	3	2	2	2	80	1	2.25	3.4	3.16666666666667
312604	1.03938415807271	1	7	-1	1	4	1	2	-1	1	8	1	3	1	1	2	3	1	2	1	60	-1	2.875	3.2	4
312605	1.01708167600508	2	7	-1	5	3	1	2	1	1	8	1	4	-1	-1	2	3	2	2	2	80	1	3	2	4.5
312606	.746936699137787	1	7	-1	3	4	1	2	-1	0	8	1	3	-1	-1	2	2	1	2	2	60	-1	-1	-1	-1
312607	.825567060263654	2	4	3	1	1	1	1	-1	2	8	2	2	-1	-1	1	3	2	1	1	5	-1	-1	-1	-1
312608	.579542895732579	2	3	1	1	2	2	1	1	0	1	5	5	-1	-1	2	3	2	2	1	100	2	3.125	2.8	4.33333333333333
312609	.518859862276783	2	7	4	1	2	3	2	1	2	8	4	3	-1	-1	1	3	2	1	1	10	1	1.75	2.2	2.83333333333333
312610	1.47605079495907	1	3	3	1	1	1	1	-1	0	8	1	4	-1	-1	1	2	2	2	2	40	-1	-1	-1	-1
312611	.712559193801149	2	2	1	3	2	4	1	1	0	1	5	5	-1	-1	3	2	1	2	2	70	2	2.375	2.4	3
312612	1.65762732723558	1	3	3	1	1	1	1	1	0	3	5	3	-1	-1	2	2	2	2	1	10	2	3.14285714285714	2	4
312613	.44332656507321	1	7	-1	1	4	3	2	1	1	8	2	3	-1	-1	8	3	1	2	1	70	2	2.75	2.4	3.66666666666667
312614	1.03150717854379	2	7	-1	2	2	1	2	-1	0	8	3	3	2	9	2	3	8	2	1	55	-1	3.75	2.6	4.83333333333333
312615	.408342650918412	1	6	2	5	3	2	2	4	0	8	2	2	-1	-1	1	3	2	1	1	0	1	2.125	2.8	2.83333333333333
312616	1.01708167600508	2	7	-1	2	3	1	2	1	0	8	4	3	-1	-1	1	3	2	2	1	10	2	1.75	2.4	4.66666666666667
312617	.551496912808409	1	5	5	1	2	2	2	1	0	8	8	3	-1	-1	2	3	2	2	2	25	2	2.875	2.2	3.83333333333333
312618	1.24237174558259	2	2	2	1	1	1	2	1	0	4	6	3	-1	-1	7	2	8	2	2	30	2	2.875	2.8	2.66666666666667
312619	1.19865468534395	2	2	3	3	3	1	2	-1	0	8	1	3	-1	-1	2	2	2	2	2	60	-1	-1	-1	-1
312620	.433749211880648	2	7	-1	2	4	2	2	-1	0	8	1	2	2	3	3	3	2	2	2	20	-1	2.875	2.8	3.5
312621	.388558729329365	1	7	4	1	1	3	2	1	0	8	1	1	-1	-1	7	3	1	2	1	25	9	2.875	2.2	3.5
312622	.958707093791017	2	7	5	1	1	1	2	1	0	8	3	1	-1	-1	3	3	2	1	1	10	1	2.125	2	3
312623	1.73216687789859	1	2	4	1	1	1	2	-1	0	3	3	2	1	4	1	2	2	2	1	4	-1	2.125	3.4	2.5
312624	.812709450391623	1	6	-1	1	1	1	2	1	0	7	3	3	-1	-1	3	3	1	2	2	998	3	3	4	2.66666666666667
312625	.427934232473609	2	7	-1	1	2	3	2	-1	0	8	1	1	-1	-1	2	3	2	2	2	50	-1	-1	-1	-1
312626	1.16912134287139	2	3	-1	1	1	1	1	1	0	6	3	1	-1	-1	6	3	2	1	1	1	1	2.75	2.8	1.83333333333333
312627	1.19377646741604	1	4	5	3	3	1	1	1	0	8	1	3	-1	-1	2	3	2	2	2	2	1	3.25	3.2	3.5
